question_id,axis,level,confidence_level,tpr,fpr,n_at_level,n_positives,n_negatives,descriptive_uncorrected,note
Q5,model,Llama-4-Scout,0.9,0.7967289719626168,0.6440839694656488,478,428,4192,True,"pooled over the four prompts of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,model,Llama-4-Scout,0.95,0.9065420560747663,0.6922709923664122,249,428,4192,True,"pooled over the four prompts of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,model,Llama-4-Scout,1.0,0.9579439252336449,0.9937977099236641,1286,428,4192,True,"pooled over the four prompts of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,model,Mistral-Small-3.2,0.6,0.0,0.0013937282229965157,6,315,4305,True,"pooled over the four prompts of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,model,Mistral-Small-3.2,0.7,0.707936507936508,0.7110336817653891,3278,315,4305,True,"pooled over the four prompts of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,model,Mistral-Small-3.2,0.75,0.7682539682539683,0.7235772357723578,73,315,4305,True,"pooled over the four prompts of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,model,Mistral-Small-3.2,0.8,0.8857142857142857,0.9105691056910569,842,315,4305,True,"pooled over the four prompts of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,model,Mistral-Small-3.2,0.85,1.0,0.9354239256678281,143,315,4305,True,"pooled over the four prompts of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,model,Mistral-Small-3.2,0.9,1.0,0.9937282229965156,251,315,4305,True,"pooled over the four prompts of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,model,Mistral-Small-3.2,0.95,1.0,0.9988385598141696,22,315,4305,True,"pooled over the four prompts of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,model,Qwen-2.5,0.8,0.6638888888888889,0.4908450704225352,2330,360,4260,True,"pooled over the four prompts of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,model,Qwen-2.5,0.85,0.9944444444444445,0.7455399061032864,1204,360,4260,True,"pooled over the four prompts of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,model,Qwen-2.5,0.9,1.0,0.82018779342723,320,360,4260,True,"pooled over the four prompts of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,model,Qwen-2.5,0.95,1.0,0.9854460093896713,704,360,4260,True,"pooled over the four prompts of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,model,Qwen-2.5,1.0,1.0,1.0,62,360,4260,True,"pooled over the four prompts of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Detailed,0.5,0.005917159763313609,0.002398464982411257,19,676,6254,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Detailed,0.6,0.005917159763313609,0.003517748640869843,7,676,6254,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Detailed,0.7,0.14497041420118342,0.17220978573712825,1149,676,6254,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Detailed,0.75,0.15976331360946747,0.17684681803645666,39,676,6254,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Detailed,0.8,0.4408284023668639,0.46034537895746724,1963,676,6254,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Detailed,0.85,0.7470414201183432,0.6325551646945955,1284,676,6254,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Detailed,0.9,0.8328402366863905,0.7884553885513271,1033,676,6254,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Detailed,0.95,0.9349112426035503,0.8755996162456028,614,676,6254,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Detailed,1.0,0.9881656804733728,0.998081228014071,802,676,6254,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Grid-Overlay,0.5,0.002890173410404624,0.007053542802180186,46,692,6238,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Grid-Overlay,0.6,0.002890173410404624,0.033985251683231806,168,692,6238,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Grid-Overlay,0.7,0.12861271676300579,0.24991984610452067,1434,692,6238,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Grid-Overlay,0.75,0.25,0.29480602757294005,364,692,6238,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Grid-Overlay,0.8,0.7384393063583815,0.6455594741904457,2526,692,6238,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Grid-Overlay,0.85,0.934971098265896,0.760500160307791,853,692,6238,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Grid-Overlay,0.9,0.9869942196531792,0.8497915998717538,593,692,6238,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Grid-Overlay,0.95,0.9956647398843931,0.8860211606284065,232,692,6238,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Grid-Overlay,1.0,1.0,0.9971144597627445,696,692,6238,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Point-Hint,0.0,0.0,0.00015673981191222572,1,550,6380,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Point-Hint,0.1,0.0,0.0004702194357366771,2,550,6380,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Point-Hint,0.5,0.005454545454545455,0.015047021943573668,96,550,6380,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Point-Hint,0.6,0.00909090909090909,0.06990595611285266,352,550,6380,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Point-Hint,0.7,0.04363636363636364,0.16065830721003135,598,550,6380,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Point-Hint,0.75,0.22727272727272727,0.21849529780564264,470,550,6380,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Point-Hint,0.8,0.7181818181818181,0.6847962382445141,3245,550,6380,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Point-Hint,0.85,0.9363636363636364,0.7918495297805642,803,550,6380,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Point-Hint,0.9,0.9636363636363636,0.8470219435736677,367,550,6380,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Point-Hint,0.95,0.9818181818181818,0.9028213166144201,366,550,6380,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Point-Hint,0.99,0.9818181818181818,0.9032915360501568,3,550,6380,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Point-Hint,1.0,0.9818181818181818,0.9904388714733542,556,550,6380,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Short,0.6,0.0,0.0001559332605644784,1,517,6413,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Short,0.7,0.11411992263056092,0.16949945423358803,1145,517,6413,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Short,0.75,0.23984526112185686,0.2223608295649462,404,517,6413,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Short,0.8,0.6692456479690522,0.5331358178699517,2215,517,6413,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Short,0.85,0.9903288201160542,0.7417745205052237,1504,517,6413,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Short,0.9,1.0,0.8378294090129424,621,517,6413,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Short,0.95,1.0,0.9012942460626852,407,517,6413,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
Q5,prompt,Short,1.0,1.0,1.0,633,517,6413,True,"pooled over the six models of the same 1,155 images; this curve describes the level as a whole and is not a paired comparison against any other level"
