question_id,axis,level,feature,feature_label,pct_lower_confidence,ci_lo,ci_hi,ci_method,n_with_feature,n_without_material,restricted_to_0_20_bin,clearly_above_50,clearly_below_50,descriptive_uncorrected,multiplicity_note,note
Q5,model,Llama-4-Maverick,obliquity_0_20_bin,"obliquity, 0-20% bin only",52.87629548873218,50.745732903559585,54.931960570260216,BCa,933,,True,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Llama-4-Scout,rooted_off,"rooted dead look-alike, counted off",70.28498416754626,66.04121124954659,74.4690835493248,BCa,94,766.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Llama-4-Scout,rooted_in,"rooted dead look-alike, counted in",67.62579103420808,64.40654120133995,70.68499532432462,BCa,295,766.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Llama-4-Scout,nonrooted_scattered,"non-rooted material, scattered",52.342957471712836,48.196560596797056,56.444572737427784,BCa,220,699.0,False,False,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Llama-4-Scout,nonrooted_spread,"non-rooted material, spread",66.87065056618414,63.259219136641256,70.3232343648695,BCa,236,699.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Llama-4-Scout,obliquity_all,"obliquity, all images",51.3527200702244,49.57214860608193,53.22208938762133,BCa,1155,,False,False,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Llama-4-Scout,obliquity_0_20_bin,"obliquity, 0-20% bin only",49.8593535091472,47.80932729735775,51.97025059937653,BCa,933,,True,False,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Mistral-Small-3.2,rooted_off,"rooted dead look-alike, counted off",61.701433253708124,57.00513345466315,66.33100708381582,BCa,94,766.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Mistral-Small-3.2,rooted_in,"rooted dead look-alike, counted in",57.89241934770102,54.56621659525026,61.21306147233105,BCa,295,766.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Mistral-Small-3.2,nonrooted_scattered,"non-rooted material, scattered",60.17980231499544,56.430300642508904,63.732699304610236,BCa,220,699.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Mistral-Small-3.2,nonrooted_spread,"non-rooted material, spread",65.60552605416939,62.103088572362864,68.85622757072481,BCa,236,699.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Mistral-Small-3.2,obliquity_all,"obliquity, all images",49.23210815758476,47.482955543784634,51.01503362047955,BCa,1155,,False,False,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Mistral-Small-3.2,obliquity_0_20_bin,"obliquity, 0-20% bin only",51.29882376753193,49.42322870559,53.16123814916515,BCa,933,,True,False,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Qwen-2.5,rooted_off,"rooted dead look-alike, counted off",69.3982278762291,65.24191937257503,73.21830167052735,BCa,94,766.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Qwen-2.5,rooted_in,"rooted dead look-alike, counted in",70.09072000708059,67.03071729174265,73.01367005545126,BCa,295,766.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Qwen-2.5,nonrooted_scattered,"non-rooted material, scattered",60.28677331252439,56.24191441861632,64.16941148812302,BCa,220,699.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Qwen-2.5,nonrooted_spread,"non-rooted material, spread",72.13907276739168,69.03489502689698,75.15401220737488,BCa,236,699.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Qwen-2.5,obliquity_all,"obliquity, all images",52.64459399641376,50.932824898543885,54.385704600112206,BCa,1155,,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,model,Qwen-2.5,obliquity_0_20_bin,"obliquity, 0-20% bin only",52.02045641683802,49.973780712031726,54.06730605463684,BCa,933,,True,False,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Detailed,rooted_off,"rooted dead look-alike, counted off",68.51008277317928,63.985124068825456,72.8022616501744,BCa,94,766.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Detailed,rooted_in,"rooted dead look-alike, counted in",65.59698190025225,62.230193024908154,68.717555316757,BCa,295,766.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Detailed,nonrooted_scattered,"non-rooted material, scattered",49.46742099102614,45.32612915505439,53.61995669719615,BCa,220,699.0,False,False,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Detailed,nonrooted_spread,"non-rooted material, spread",63.31017676583982,59.578702038662975,66.95624642209064,BCa,236,699.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Detailed,obliquity_all,"obliquity, all images",53.59892562665526,51.699914190519934,55.401114454417964,BCa,1155,,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Detailed,obliquity_0_20_bin,"obliquity, 0-20% bin only",51.103551697648,48.94214047750385,53.216137380520024,BCa,933,,True,False,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Grid-Overlay,rooted_off,"rooted dead look-alike, counted off",69.3454530303872,64.6917305052101,73.71174253423658,BCa,94,766.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Grid-Overlay,rooted_in,"rooted dead look-alike, counted in",73.24777625348497,70.12167373707827,76.17736986828851,BCa,295,766.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Grid-Overlay,nonrooted_scattered,"non-rooted material, scattered",56.835089088307974,52.751359455771095,60.78796022172681,BCa,220,699.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Grid-Overlay,nonrooted_spread,"non-rooted material, spread",69.74339855968576,66.2916182810022,73.13496317162574,BCa,236,699.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Grid-Overlay,obliquity_all,"obliquity, all images",52.130365301942426,50.21678014561673,54.02097493573874,BCa,1155,,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Grid-Overlay,obliquity_0_20_bin,"obliquity, 0-20% bin only",51.22234795688835,49.060826956254346,53.40756263357385,BCa,933,,True,False,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Point-Hint,rooted_off,"rooted dead look-alike, counted off",69.1801844341981,64.77576901828947,73.36669288449954,BCa,94,766.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Point-Hint,rooted_in,"rooted dead look-alike, counted in",64.64796211886534,61.375403784963844,67.82475133728559,BCa,295,766.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Point-Hint,nonrooted_scattered,"non-rooted material, scattered",58.54597476915073,54.33663291768887,62.5365030912565,BCa,220,699.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Point-Hint,nonrooted_spread,"non-rooted material, spread",68.22488542954827,64.75821047557687,71.54077042361574,BCa,236,699.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Point-Hint,obliquity_all,"obliquity, all images",50.11313931591228,48.34523430601216,51.98206314845617,BCa,1155,,False,False,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Point-Hint,obliquity_0_20_bin,"obliquity, 0-20% bin only",50.8828643583622,48.79726112322375,52.938239647051155,BCa,933,,True,False,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Short,rooted_off,"rooted dead look-alike, counted off",76.92975390256098,72.968083800198,80.52901151195894,BCa,94,766.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Short,rooted_in,"rooted dead look-alike, counted in",77.55055980882418,74.73843719661306,80.08397348517285,BCa,295,766.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Short,nonrooted_scattered,"non-rooted material, scattered",59.12602419040187,55.03830388681838,63.150286013408056,BCa,220,699.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Short,nonrooted_spread,"non-rooted material, spread",75.02940035401663,71.8177361304478,78.00095562911335,BCa,236,699.0,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Short,obliquity_all,"obliquity, all images",53.43101727850428,51.61034675753958,55.22775294645224,BCa,1155,,False,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
Q5,prompt,Short,obliquity_0_20_bin,"obliquity, 0-20% bin only",52.774059405029696,50.677552575540986,54.86087514381559,BCa,933,,True,True,False,True,"24-cell interval verdicts, not corrected for multiplicity","the six model rows are six views of the same 1,155 images, and the four prompt rows are likewise four views of the same 1,155 images, so a difference between two levels of either axis is not a test and no interval here supports one; the unit is the image, one row per image collapsed from the level's usable-confidence responses, and no comparison of raw confidence values between models is made anywhere in this notebook"
